CLASSICS 2K03 - The Society of Greece and Rome,"CLASSICS 2K03 - The Society of Greece and Rome
3 unit(s)
An examination of selected aspects of the social life of Greece and Rome. Attention will be given to subjects such as work and leisure, war and the warrior, slavery, marriage and family, and the role of women.
Three lectures; one term
Prerequisite(s): Registration in Level II or above of any program
Antirequisite(s): HISTORY 2K03
Offered on rotation."
CLASSICS 2LW3 - Ancient Law,"CLASSICS 2LW3 - Ancient Law
3 unit(s)
An overview of the law and legal systems of the ancient world, from Mesopotamia, ancient Israel, Greece, and Rome. Themes may include notions of justice, legal status, family law, property law, delict, injury and crime.
Three lectures; one term
Prerequisite(s): Registration in Level II or above of any program
Antirequisite(s): HISTORY 2LW3
Offered in alternate years."
CLASSICS 2MT3 - Ancient Roots of Medical Terminology,"CLASSICS 2MT3 - Ancient Roots of Medical Terminology
3 unit(s)
This course presents Greek and Latin roots out of which is built the vocabulary of contemporary medicine and reveals the predictable patterns by which these roots combine. Students will learn to define new compounds and phrases by analysis of their parts.
Three lectures; one term"
CLASSICS 2YY3 - Greek Tragedy,"CLASSICS 2YY3 - Greek Tragedy
3 unit(s)
Selected plays of the Greek tragic playwrights will be read in translation and considered in their literary, historical or social contexts.
Three lectures; one term
Prerequisite(s): Registration in Level II or above of any program
Antirequisite(s): THTRFLM 2Y03
Offered in alternate years."
CLASSICS 3EE3 - The Greek Historians,"CLASSICS 3EE3 - The Greek Historians
3 unit(s)
The study in translation of Herodotus, Thucydides, and other Greek historical writers, with consideration of the evolution of their genre and their contributions to the development of historiography.
Three lectures; one term
Prerequisite(s): One of CLASSICS 1M03, CLASSICS 2K03, CLASSICS 2LA3 or registration in Level III or above of any program
Antirequisite(s): HISTORY 3EE3
Offered in alternate years."
CLASSICS 3ER3 - Epics of Rome,"CLASSICS 3ER3 - Epics of Rome
3 unit(s)
This course will examine the great epic poems of Vergil, Ovid and Statius, studying them in the political and cultural context of contemporary Rome and against the background of the tradition of epic poetry.
Three hours; one term
Prerequisite(s): Three units from CLASSICS 1B03, 2D03, 2E03, 2Y03, 2YY3; and registration in Level II or above of any program
Offered in alternate years."
CLASSICS 3H03 - Archaic Greek Art,"CLASSICS 3H03 - Archaic Greek Art
3 unit(s)
The formative period of Greek Art, from its rebirth after the Dark Ages to the Persian Wars (c. 1000-480 B.C.), and its relationship to the art of the Near East.
Three lectures; one term
Prerequisite(s): CLASSICS 2B03
Cross-list(s): ARTHIST 3H03
Offered in alternate years."
CLASSICS 3HH3 - Roman Slavery,"CLASSICS 3HH3 - Roman Slavery
3 unit(s)
An examination of Roman slavery using a variety of sources (historical and juridical texts, funerary inscriptions, archaeological evidence) in order to determine its place in Roman social structure and its importance to the ancient economy and culture.
Three lectures; one term
Prerequisite(s): One of CLASSICS 1M03, 2K03, 2LC3, 2LD3; and registration in Level II or above of any program
Antirequisite(s): HISTORY 3HH3
Offered in alternate years."
CLASSICS 3M03 - Greek Intellectual Revolution,"CLASSICS 3M03 - Greek Intellectual Revolution
3 unit(s)
A study of the birth of rationalistic and naturalistic thought in Greece, placing this intellectual revolution in its social, political and cultural context.
Three lectures; one term
Prerequisite(s): Three units of CLASSICS, HISTORY, or PHILOSOPHY; and registration in Level II or above of any program
Antirequisite(s): HISTORY 3M03
Offered in alternate years."
CLASSICS 3MT3 - Advanced Ancient Roots of Medical Terminology,"CLASSICS 3MT3 - Advanced Ancient Roots of Medical Terminology
3 unit(s)
This course continues and develops the methods and materials introduced in CLASSICS 2MT3, presenting advanced and specialized medical terms and an introduction to the major Latin corpus of anatomical phrases known as the Terminologia Anatomica.
Three hours; one term
Prerequisite(s): CLASSICS 2MT3 "
CLASSICS 3Q03 - Greek Sanctuaries,"CLASSICS 3Q03 - Greek Sanctuaries
3 unit(s)
Ancient Greek sanctuaries and their social and political context. Topics will include architecture and art, as well as activities such as sacrifice, athletic games, healing, and oracular consultation.
Three lectures; one term
Prerequisite(s): Registration in Level II or above of any program
Cross-list(s): ARTHIST 3QQ3 
Alternates with CLASSICS 3S03 (ARTHIST 3SS3) "
"CLASSICS 3S03 - Pompeii, Herculaneum, and Ostia","CLASSICS 3S03 - Pompeii, Herculaneum, and Ostia
3 unit(s)
The archaeology of three cities in Italy (Pompeii, Herculaneum, Ostia) will be examined, with a focus on urbanism, public space, and domestic architecture and decoration.
Three lectures; one term
Prerequisite(s): One of CLASSICS 1A03, 2B03, 2C03,  2LC3, or  2LD3 and registration in Level II or above of any program
Cross-list(s): ARTHIST 3SS3 
Alternates with CLASSICS 3Q03 (ARTHIST 3QQ3)."
CLASSICS 3X03 - Roman Religion,"CLASSICS 3X03 - Roman Religion
3 unit(s)
A study of the role of religion in Roman public and private life using literary, documentary and archaeological evidence.
Three lectures; one term
Prerequisite(s): Registration in Level II or above any program
Antirequisite(s): HISTORY 3X03
Offered in alternate years."
CLASSICS 3YY3 - Ovid,"CLASSICS 3YY3 - Ovid
3 unit(s)
Representative texts of the Latin poet Ovid will be read in translation, especially his erotic poetry and mythical stories. There will be literary analysis and later adaptations in literature and film will be considered.
Three hours; one term
Prerequisite(s): Three units from CLASSICS 1B03, 2D03, 2E03, 2Y03, 2YY3; and registration in Level II or above of any program
Offered in alternate years."
CLASSICS 4BB3 - Seminar in Ancient Art,"CLASSICS 4BB3 - Seminar in Ancient Art
3 unit(s)
Consult the Department concerning the topic to be offered.
Seminar (two hours); one term
Prerequisite(s): Nine units of CLASSICS including six units from CLASSICS 2B03,2C03, 3Q03, 3H03, 3S03 or registration in Level III or above of an Honours program in Classics
Cross-list(s): ARTHIST 4BB3 
CLASSICS 4BB3 may be repeated, if on a different topic, to a total of six units."
CLASSICS 4E03 - Seminar in Ancient Culture,"CLASSICS 4E03 - Seminar in Ancient Culture
3 unit(s)
Consult the Department for the topic to be offered.
Seminar (two hours); one term
Prerequisite(s): Six units from Level III Classics or above or registration in Level III or above of an Honours program in Classics
CLASSICS 4E03 may be repeated, if on a different topic, to a total of six units."
CLASSICS 4F03 - Seminar in Ancient History,"CLASSICS 4F03 - Seminar in Ancient History
3 unit(s)
Consult the Department for the topic to be offered.
Seminar (two hours); one term
Prerequisite(s): Nine units from CLASSICS 2K03, 2LA3, 2LB3, 2LC3, 2LD3, 3HH3, 3M03, 3X03 or registration in Level III or above of an Honours program in Classics or History
Antirequisite(s): HISTORY 4FA3
CLASSICS 4F03 may be repeated, if on a different topic, to a total of six units.
Offered in alternate years."
CLASSICS 4FP3 - Field Practicum in Classical Archaeology,"CLASSICS 4FP3 - Field Practicum in Classical Archaeology
3 unit(s)
Students will learn the techniques of archaeology in the field (survey, excavation, finds processing) by participating in an excavation at a classical site in the Mediterranean area.
Offered during the spring/summer session only
Prerequisite(s): Six units of CLASSICS 2C03, 3B03, 3Q03, 3S03; and permission of the Department."
CLASSICS 4H03 - Death and Commemoration in the Roman World,"CLASSICS 4H03 - Death and Commemoration in the Roman World
3 unit(s)
An examination of attitudes to death and commemoration at ancient Rome incorporating written sources and material culture.
Seminar (two hours); one term
Prerequisite(s): Nine units of Classics including at least three units at Level III or above or registration in Level III or above of an Honours program in Classics"
CLASSICS 4L03 - Athenian Democracy,"CLASSICS 4L03 - Athenian Democracy
3 unit(s)
A study of the institutional, social and cultural dynamics of popular self-government in Athens, exploring how Athenian democracy compares and contrasts with democracy today.
Seminar (two hours); one term
Prerequisite(s): Nine units from CLASSICS 2LA3, 2LB3, 2LC3, 2LD3, 3HH3, 3M03, 3X03 or registration in Level III or above of an Honours program in Classics or History
Antirequisite(s): HISTORY 4LL3"
CLASSICS 4MR3 - The Myth and Reality of Troy,"CLASSICS 4MR3 - The Myth and Reality of Troy
3 unit(s)
A consideration of the role that the Trojans played in the history, art, and literature of the Greeks and Romans.
Seminar (two hours); one term
Prerequisite(s): Nine units of CLASSICS including three units from CLASSICS 2YY3, 2D03, 3EE3, 3YY3, or 3Z03 or registration in Level III or above of an Honours program in Classics
Not open to students with credit in CLASSICS 4E03, SEMINAR IN ANCIENT CULTURE, if the topic was The Myth and Reality of Troy."
CLASSICS 4T03 A/B S - Independent Study,"CLASSICS 4T03 A/B S - Independent Study
3 unit(s)
Reading and research in Classics, supervised by a department member and culminating in a major paper to be evaluated by the supervisor, with confirmation by a second reader. See Department for more detailed guidelines.
Tutorials; two terms
Prerequisite(s): Registration in Level IV of any Honours program in Classics with a Grade Point Average of at least 9.5, and permission of the Department"
CLASSICS 4U03 - The Severe Style in Greek Art,"CLASSICS 4U03 - The Severe Style in Greek Art
3 unit(s)
This course examines the birth of the Classical Greek style and its earliest manifestation, the Severe style. Sculpture, vase painting and architectural examples will be considered and placed in their appropriate political and cultural contexts.
Seminar (two hours); one term
Prerequisite(s): Nine units of CLASSICS, including CLASSICS 2B03 or registration in Level III or above of an Honours program in Classics
Cross-list(s): ARTHIST 4U03 "
ECON 1B03 - Introductory Microeconomics,"ECON 1B03 - Introductory Microeconomics
3 unit(s)
An introduction to the method and theory of microeconomics, and their application to the analysis of contemporary economic problems.
In-class and online; one term
Antirequisite(s): ARTSSCI 2E03, ECON 1BX3
ECON 1B03 and ECON 1BB3 can be taken in either order or concurrently."
ECON 1BA3 - Introductory Macroeconomics for Economics students,"ECON 1BA3 - Introductory Macroeconomics for Economics students
3 unit(s)
An introduction to the method and theory of macroeconomics, and their application to the analysis of contemporary economic problems.
In-class and online; one tutorial; one term
Antirequisite(s): ARTSSCI 2E03, ECON 1BB3
Open to students enrolled in Economics I only.
ECON 1B03 and 1BA3 can be taken in either order or concurrently."
ECON 1BB3 - Introductory Macroeconomics,"ECON 1BB3 - Introductory Macroeconomics
3 unit(s)
An introduction to the method and theory of macroeconomics, and their application to the analysis of contemporary economic problems.
In-class and online; one tutorial; one term
Antirequisite(s): ARTSSCI 2E03, ECON 1BA3
ECON 1B03 and 1BB3 can be taken in either order or concurrently."
ECON 1BX3 - Introductory Microeconomics for Business Students,"ECON 1BX3 - Introductory Microeconomics for Business Students
3 unit(s)
An introduction to the method and theory of microeconomics, and their application to the analysis of contemporary economic problems.
In-class and online; one term
Antirequisite(s): ARTSSCI 2E03, ECON 1B03
Open only to students enrolled in Business I or the Integrated Business & Humanities Program.
ECON 1BX3 and ECON 1BB3 can be taken in either order or concurrently."
ECON 2A03 - Economics of Labour-Market Issues,"ECON 2A03 - Economics of Labour-Market Issues
3 unit(s)
This course applies economic analysis to issues of importance in the labour market. Topics vary and may include: women in the Canadian labour market; discrimination in hiring and promotion; unemployment; job loss and workplace closing; work sharing.
Three lectures; one term
Prerequisite(s): ECON 1B03 and 1BB3; or ARTSSCI 2E03
Cross-list(s): LABRST 3A03
Not open to students with credit or registration in ECON 3D03."
ECON 2B03 - Analysis of Economic Data,"ECON 2B03 - Analysis of Economic Data
3 unit(s)
Application of statistical concepts to the analysis of economic data, with attention to Canadian sources. Regression analysis and the use of spreadsheets are included. Topics may also include index numbers.
Three lectures; one term
Prerequisite(s): ECON 1B03, 1BB3 (or ARTSSCI 2E03); and one of MATH 1F03, 1K03, Grade 12 Calculus and Vectors U (or Grade 12 Advanced Functions and Introductory Calculus U); and STATS 1L03 or Grade 12 Mathematics of Data Management U
Antirequisite(s): COMMERCE 2QA3, ENVSOCTY 3MB3, GEOG 3MB3 
Not open to students with credit or registration in ARTSSCI 2R03, CHEMENG 4C03, ELECENG 3TQ4, HTHSCI 2A03, MATLS 3J03, POLSCI 3N06 A/B, 3NN3, PNB 2XE3, 3XE3, SOCIOL 3H06 A/B, STATS 2B03, 2D03, 2MB3, 3Y03. Not open to students enrolled in any Business 1 or Bachelor of Commerce program."
ECON 2CC3 - Health Economics and its Application to Health Policy,"ECON 2CC3 - Health Economics and its Application to Health Policy
3 unit(s)
Economic analysis of health and health care, with a special emphasis on policy issues in the Canadian health care system.
Three hours (lectures and discussion); one term
Prerequisite(s): Registration in Level II or above
Antirequisite(s): HEALTHST 2C03
Cross-list(s): HLTHAGE 2C03
Not open to students registered in an Economics program or with credit or registration in ECON 2G03, 2X03 or 3Z03. Students excluded from ECON 2CC3 or those wishing to do further work in Health Economics are referred to ECON 3Z03. May not be used to satisfy Economics unit requirements by students in Economics programs or a minor in Economics."
ECON 2D03 - Economic Issues,"ECON 2D03 - Economic Issues
3 unit(s)
Applications of economics to important public issues, from a general interest perspective. Since topics vary from year to year, interested students should consult the Economics Department for further details.
Three lectures; one term
Prerequisite(s): ECON 1B03 and ECON 1BB3 (or ARTSSCI 2E03)"
ECON 2GG3 - Intermediate Microeconomics II,"ECON 2GG3 - Intermediate Microeconomics II
3 unit(s)
Theory of consumer choice and applications to intertemporal choice and labour supply decisions; theory of exchange, welfare economics and general equilibrium analysis.
Three lectures; one term
Prerequisite(s): ECON 2G03 or ECON 2X03; and one of MATH 1F03, MATH 1M03, Grade 12 Calculus and Vectors U (or Grade 12 Advanced Functions and Introductory Calculus U) or equivalent
Not open to students with credit or registration in ECON 2Z03 or 2ZZ3."
ECON 2H03 - Intermediate Macroeconomics I,"ECON 2H03 - Intermediate Macroeconomics I
3 unit(s)
Determinants of national income, employment, the rate of interest and the price level; introduction to the open economy.
Three lectures; one term
Prerequisite(s): ECON 1BB3 (or ARTSSCI 2E03); and one of MATH 1K03 or Grade 12 Advanced Functions U. Students without credit in one of MATH 1F03, 1M03, Grade 12 Calculus and Vectors U (or Grade 12 Advanced Functions and Introductory Calculus U) or equivalent are strongly advised to register in MATH 1F03 or MATH 1M03, concurrently with ECON 2H03."
ECON 2HH3 - Intermediate Macroeconomics II,"ECON 2HH3 - Intermediate Macroeconomics II
3 unit(s)
This course uses macroeconomic theory based on microeconomic underpinnings to study common topics including business cycles, growth and financial crises.
Three lectures; one term
Prerequisite(s): ECON 2H03; and one of MATH 1F03, 1M03, Grade 12 Calculus and Vectors U (or Grade 12 Advanced Functions and Introductory Calculus U) or equivalent"
ECON 2I03 - Financial Economics,"ECON 2I03 - Financial Economics
3 unit(s)
Detailed investigation of the financial sector. Topics include the role of capital markets in facilitating investment and growth, bond markets, stock markets, financial statements and taxation.
Three lectures; one term
Prerequisite(s): ECON 1B03 and 1BB3 (or ARTSSCI 2E03)
Not open to students with credit or registration in COMMERCE 2FA3. Not open to students enrolled in any Business 1 or Bachelor of Commerce program."
ECON 2J03 - Environmental Economics,"ECON 2J03 - Environmental Economics
3 unit(s)
Allocation of environmental services: efficiency and market failure; measuring environmental benefits; environmental regulation in Canada and elsewhere: taxes, tradable permits and other instruments; further topics.
Three lectures; one term
Prerequisite(s): ECON 1B03 (or ARTSSCI 2E03)"
ECON 2K03 - Economic History of Canada,"ECON 2K03 - Economic History of Canada
3 unit(s)
A survey of the changing structure of the Canadian economy from the colonial period to the present; early significance of primary production for export markets; emerging domestic markets and industrialization; government’s role in promoting the development of the national economy.
Three lectures; one term
Prerequisite(s): ECON 1B03 and 1BB3 (or ARTSSCI 2E03)"
ECON 2N03 - Public Policy Toward Business,"ECON 2N03 - Public Policy Toward Business
3 unit(s)
The economic effects of federal competition policy and the regulation of business by all levels of government.
Three lectures; one term
Prerequisite(s): ECON 1B03 (or ARTSSCI 2E03)
Antirequisite(s): ECON 3N03"
ECON 2P03 - Economics of Professional Sports,"ECON 2P03 - Economics of Professional Sports
3 unit(s)
The application of economic principles to team and individual professional sports. Theory of sports leagues, demand for sports, the market for athletes, broadcasting rights, competition policy issues, the public finance aspects of stadium financing.
Three lectures; one term
Prerequisite(s): ECON 1B03 (or ARTSSCI 2E03)"
ECON 2Q03 - Economics of Bad Behaviour,"ECON 2Q03 - Economics of Bad Behaviour
3 unit(s)
This course will apply economic principles to analyze human behaviour. Topics include criminal behaviours, legal but risky behaviour, and the behaviour of corporate and public sector organizations.
Fully on-line; one term
Prerequisite(s): ECON 1B03 and 1BB3; or ARTSSCI 2E03 "
ECON 2T03 - Economics of Trade Unionism and Labour,"ECON 2T03 - Economics of Trade Unionism and Labour
3 unit(s)
Topics include the economics of the labour market, of trade unionism, of work, the impact of trade unions on the labour market, economic theories of strikes and trade unions and the state.
Three lectures; one term
Prerequisite(s): ECON 1B03 and 1BB3 (or ARTSSCI 2E03)
Cross-list(s): LABRST 3B03"
ECON 2Z03 - Intermediate Microeconomics I,"ECON 2Z03 - Intermediate Microeconomics I
3 unit(s)
Theory of consumer choice; elements of production and cost; price and output determination in perfectly competitive markets.
Two lectures; one tutorial; one term
Prerequisite(s): ECON 1B03 (or ARTSSCI 2E03); and credit or registration in one of MATH 1A03, 1LS3, or 1M03 (or equivalent such as ARTSSCI 1D06 A/B, MATH 1N03, 1X03, 1Z04, or 1ZA3)
Antirequisite(s): ECON 2G03, ECON 2X03"
ECON 2ZZ3 - Intermediate Microeconomics II,"ECON 2ZZ3 - Intermediate Microeconomics II
3 unit(s)
Firm and consumer behaviour in imperfectly competitive markets and the markets for factors of production; the role of taxes and subsidies; theory of exchange, welfare economics and general equilibrium analysis. May include other special topics.
Three lectures; one term
Prerequisite(s): ECON 2Z03; and one of MATH 1A03, 1LS3, or 1M03 (or equivalent such as ARTSSCI 1D06 A/B, MATH 1N03, 1X03, 1Z04, or 1ZA3)
Antirequisite(s): ECON 2GG3, ECON 2X03"
ECON 3B03 - Public Sector Economics: Expenditures,"ECON 3B03 - Public Sector Economics: Expenditures
3 unit(s)
Theory and practice of public finance. Topics are selected from growth of the public sector, market failure, theory of public goods, incentive mechanisms, logic of group decisions and the political process, theory of benefit-cost analysis, intergovernmental fiscal relations, government budgeting.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03"
ECON 3BE3 - Behavioural Economics,"ECON 3BE3 - Behavioural Economics
3 unit(s)
Economic theory rests upon the assumptions that all economic actors (consumers, firms, governments) are fully rational and narrowly self-interested. Behavioural economics examines the consequences and realism of these assumptions by designing laboratory and field experiments and conducting empirical analyses that test economic theory and its core assumptions and by incorporating psychologically plausible assumptions and motivations into economic theory. This course provides a survey of some of the central and current topics in behavioural economics.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or 2X03"
ECON 3C03 - Public Sector Economics: Taxation,"ECON 3C03 - Public Sector Economics: Taxation
3 unit(s)
Theory and practice of public finance: analysis and comparison of the efficiency, equity and distribution effects of the taxation of income, wealth and expenditure, analysis of social insurance, intergovernmental fiscal relations.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03"
ECON 3D03 - Labour Economics,"ECON 3D03 - Labour Economics
3 unit(s)
Introduction to the economics of the labour market; demand for labour by the firm and industry; supply of labour by the individual; investment in human capital.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03
Not open to students with credit or registration in ECON 2A03."
ECON 3E03 - Applied Econometrics,"ECON 3E03 - Applied Econometrics
3 unit(s)
Formerly ECON 3WW3
Students acquire hands-on experience, using statistical software, in the application of econometric methods to empirically analyze economic issues. This course emphasizes understanding economic data, economic model estimation, hypothesis testing, and interpretation of results.
Three hours; one tutorial; one term
Prerequisite(s): ECON 2G03, 2Z03 or 2X03; and 2H03; and 2B03 and enrolment in an Honours Economics program
Antirequisite(s): ECON 3U03 [Inactive], ECON 3WW3, ECON 3EE3 
ECON 2B03 may be substituted with one of CHEMENG 4C03, COMMERCE 2QA3, POLSCI 3N06 A/B, 3NN3, PNB 2XE3, 3XE3, SOCIOL 3H06 A/B, STATS 2D03 or another course that is approved by a departmental counselor as equivalent to ECON 2B03.
Not open to students with credit in STATS 2MB3, 3D03 or credit or registration in ECON 4G03."
ECON 3EE3 - Econometrics I,"ECON 3EE3 - Econometrics I
3 unit(s)
Formerly ECON 3U03
Elaboration of regression techniques developed in ECON 2B03 and their applications. Problems of inference and interpretation in the analysis of economic data. Introduction to forecasting in economics.
Three lectures; one tutorial; one term
Prerequisite(s): ECON 2G03, 2Z03 or 2X03; and 2H03; and 2B03 with a grade of at least B-; and registration in an Honours Economics program with a GPA of at least 6. The ECON 2B03 prerequisite can be met by getting a grade of at least B+ in one of the following alternative statistics courses: CHEMENG 4C03, COMMERCE 2QA3, POLSCI 3N06 A/B, POLSCI 3NN3, PNB 2XE3, 3XE3, SOCIOL 3H06 A/B, STATS 2D03 or another course that is approved by a departmental counselor as equivalent to ECON 2B03.
Antirequisite(s): ECON 3WW3, ECON 3U03, ECON 3E03"
ECON 3G03 - Introduction to Advanced Economic Theory,"ECON 3G03 - Introduction to Advanced Economic Theory
3 unit(s)
An introduction to the application of mathematics in economic theory.
Three lectures; one term
Prerequisite(s): MATH 1M03 or equivalent; and a grade of at least B- in each of ECON 2GG3 (or 2ZZ3) and ECON 2HH3 and registration in an Economics program."
ECON 3H03 - International Monetary Economics,"ECON 3H03 - International Monetary Economics
3 unit(s)
Macroeconomic problems of an open economy with special reference to Canada; the international financial system and proposals for its reform.
Lectures and seminars (three hours); one term
Prerequisite(s): ECON 2H03"
ECON 3HH3 - International Trade,"ECON 3HH3 - International Trade
3 unit(s)
Real theory of international trade; interregional and international specialization; effect of commercial and industrial policies.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03"
ECON 3K03 - Monetary Economics,"ECON 3K03 - Monetary Economics
3 unit(s)
Introduction to a modern treatment of monetary theory. Topics include why does money exist; links between monetary policy, inflation and business cycles; how might inflation and economic growth be connected?
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03; and ECON 2H03"
ECON 3M03 - Introduction to Game Theory,"ECON 3M03 - Introduction to Game Theory
3 unit(s)
An introduction to the theory of games, including strategic, extensive and coalitional games. Applications in economics, political science and evolutionary biology are discussed.
Three lectures; one term
Prerequisite(s): ECON 1B03 (or ARTSSCI 2E03); and MATH 1K03 (or equivalent)
Not open to students with credit in ECON 3Y03 if the topic was Introduction to Game Theory."
ECON 3Q03 - The Economics of Aging,"ECON 3Q03 - The Economics of Aging
3 unit(s)
Topics include the macroeconomics of population aging and its impact on national pension and health plans and the microeconomics of retirement and income security.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03; and ECON 2H03"
ECON 3S03 - Industrial Organization,"ECON 3S03 - Industrial Organization
3 unit(s)
A study of the structure, conduct and performance of industrial markets.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03
Antirequisite(s): ECON 3N06"
ECON 3T03 - Economic Development,"ECON 3T03 - Economic Development
3 unit(s)
Topics may include the measurement of structural change, dual economies, agriculture and production, technical and institutional change, and health and nutrition.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03
Antirequisite(s): ECON 3J06"
ECON 3W03 - Natural Resources,"ECON 3W03 - Natural Resources
3 unit(s)
Competitive and socially optimal management of nonrenewable resources; market failure as illustrated by mineral cartels, fisheries and forestry, including analysis of bioeconomic models.
Three hours (lectures and seminars); one term
Prerequisite(s): One of ECON 2G03, 2Z03, ECON 2J03, or ECON 2X03"
ECON 3Y03 - Selected Topics,"ECON 3Y03 - Selected Topics
3 unit(s)
Topics will vary from year to year depending on student interests and faculty availability. Students should consult the Department on topics to be offered.
Three hours; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03; and ECON 2H03"
ECON 3Z03 - Health Economics,"ECON 3Z03 - Health Economics
3 unit(s)
Analysis of allocation of resources in health care. Topics include markets for health care, insurance, biomedical research, technology assessment, organization and public policy.
Three lectures; one term
Prerequisite(s): ECON 2G03, 2Z03 or ECON 2X03. ECON 2B03 or another course in statistics is recommended."
ECON 4A03 - Honours Economic Analysis,"ECON 4A03 - Honours Economic Analysis
3 unit(s)
Students discuss papers on a theme that is specific to each section and write short paper reviews and policy briefs on current economics issues.
Three hours (seminars); one term
Prerequisite(s): ECON 4F03 (or 3F03) or ECON 4FF3 (or 3FF3); and ECON 3E03 (or 3WW3) or ECON 3EE3  (or 3U03); and ECON 2GG3 (or 2ZZ3), and ECON 2HH3; and enrolment in level IV of an Honours Economics Program
Antirequisite(s): ECON 4AA3 "
